ids,text,aspect,sentiment,entity,attribute
274:5,overal wonder comput definitli worth purchas,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
257:3,especi like backlit keyboard,KEYBOARD#DESIGN_FEATURES,positive,KEYBOARD,DESIGN_FEATURES
B00KMRGF28_284_A3FA96H7RRL740:1,fire work first day display die wife take time test,DISPLAY#QUALITY,negative,DISPLAY,QUALITY
100:4,tell reprogram comput need lose pictur old first year life,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
243:2,happi machin,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
172:1,awesom graphic assur secur perfect,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
B00KMRGF28_112_AG0H7UG6OX2GU:5,givi four star instead five disk drive crash,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
201:3,colleg student use,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
307:3,exampl husband turn light comput screen bright automat adjust,DISPLAY#DESIGN_FEATURES,positive,DISPLAY,DESIGN_FEATURES
B00KMRGF28_12_A25B2Q7A775WAE:3,surpris overal qualiti price,LAPTOP#PRICE,positive,LAPTOP,PRICE
150:2,graphic aw wireless switch top rather side use side,GRAPHICS#GENERAL,negative,GRAPHICS,GENERAL
B00KMRGF28_374_AS24VWQPFK1HB:4,also worth note bluetooth mircophon jack ethernet dvd cd drive burner usb port,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
97:2,say comput error type comput,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
105:6,one night turn freak thing use next day turn gui screen dark power light steadi hard drive light steadi flash usual,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
154:11,short would never buy compaq,COMPANY#GENERAL,negative,COMPANY,GENERAL
359:4,would let connect wifi system live,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
68:3,conveni travel batteri life excel,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
B0096VDM8G_65_A1AQ8JT2A3UWMY:12,could lose anoth pound two,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
275:0,love hp comput printer buy,COMPANY#GENERAL,positive,COMPANY,GENERAL
128:6,inform lose fault know never think would need back inform brand new mac paragon comput,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
333:1,graphic clean sharp internet interfac seamless,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
306:2,upgrad memori replac base window starter win home run fine,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
166:7,mac easi use simpli make sen,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B0096VDM8G_72_AOGYUDXOO03Q4:2,also quick laptop,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
128:12,would rate comput star consid short life span give implor anyon look laptop stay away machin,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
49:1,custom order machin hp could understand techi due accent,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B00KMRGF28_389_A39AJESZOC4H6J:1,buy simpli excel window work sinc macbook air liter thing freez lag open excel web browser,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00D7Z84OY_1_A2MOLJZACB33ZY:0,hdd scratch nois,HARD_DISC#QUALITY,negative,HARD_DISC,QUALITY
5:3,batteri life amaz versitil outstand,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
100:3,hard drive crash well buy new power cord,POWER_SUPPLY#QUALITY,negative,POWER_SUPPLY,QUALITY
B00FU83YWS_37_A1BEVTJDXGMJ5I:1,quiet run smoothli,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
324:2,work ship walmart com go store exchang work laptop make model,LAPTOP#MISCELLANEOUS,neutral,LAPTOP,MISCELLANEOUS
189:9,like pund look past great,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
134:5,comput could ship prioriti mail usp cost arriv noon tue,SHIPPING#QUALITY,negative,SHIPPING,QUALITY
55:3,love appl product,COMPANY#GENERAL,positive,COMPANY,GENERAL
B00FU83YWS_140_A1JT0VZE1TEZ13:1,hold well sale depart also servic depart expos dust exhaust grea oil manner non comput friendli substanc,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
B00FU83YWS_140_A1JT0VZE1TEZ13:2,gener qualiti laptop,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
154:5,nightli comput defrag run viru scan,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
384:0,major problem laptop except plastic piec cover usb port wire come,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
393:3,screen nice imag come clear keyboard fit feel right,DISPLAY#GENERAL,positive,DISPLAY,GENERAL
B00KMRGF28_335_A1FNSDXR0J2ITC:1,quiet,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
58:5,love size screen big enough use internet artwork yet small enough reason portabl,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
24:2,easi carri,LAPTOP#PORTABILITY,negative,LAPTOP,PORTABILITY
122:12,buy model,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
89:2,perfect notebook,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_28_A197TNH9U4YJMZ:1,great pc light power,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
195:3,never complain price sinc believ get pay macbook pro worth everi dollar,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
300:5,total satisfi littl toshi,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
375:0,laptop great price sleek look,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
302:3,downfal lot softwar work mac iwork worth price,SOFTWARE#PRICE,negative,SOFTWARE,PRICE
24:8,imagin unhappi item,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
6:2,littl indent help open good luck,LAPTOP#DESIGN_FEATURES,neutral,LAPTOP,DESIGN_FEATURES
B00FU83YWS_277_AZH4JFP4U8IVR:0,slow complic disappoint,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
283:2,good laptop money,LAPTOP#PRICE,neutral,LAPTOP,PRICE
277:1,netbook easy take bed carri around,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
41:8,howev multi touch gestur larg track area make extern mous unnecessari unless game,MOUSE#DESIGN_FEATURES,positive,MOUSE,DESIGN_FEATURES
B00KMRGF28_278_ARETX4KDPRVUN:2,tri use play pc game anyth,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
B00D7Z84OY_6_A3LVQPXOZD4VIT:0,wifi card work right box,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
11:0,say love macbook pro,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_112_AG0H7UG6OX2GU:5,givi four star instead five disk drive crash,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
336:1,need power mous cabl plug back instead side way oper mous small area,MOUSE#OPERATION_PERFORMANCE,neutral,MOUSE,OPERATION_PERFORMANCE
346:4,overal comput easi use screen perfect great comput daughter love,DISPLAY#GENERAL,positive,DISPLAY,GENERAL
24:3,batteri never work well,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
84:4,speaker sound great,MULTIMEDIA_DEVICES#QUALITY,negative,MULTIMEDIA_DEVICES,QUALITY
124:7,mention everyth size weight keyboard scream bulk,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_335_A1FNSDXR0J2ITC:2,reason give star feel reach far type key board,KEYBOARD#USABILITY,negative,KEYBOARD,USABILITY
213:0,bad laptop bit slow get job do,LAPTOP#OPERATION_PERFORMANCE,neutral,LAPTOP,OPERATION_PERFORMANCE
71:4,three year macbook pro never viru comput lot work internet,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
308:7,far good,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_389_A39AJESZOC4H6J:4,appreci effort hit afford price dell worth,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
166:3,websit ever freez rare realli easi forc quit,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
30:0,quit simpli good laptop ever own,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
167:1,design awesom qualiti unprece,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
386:0,great quick laptop money,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
40:6,high tech stuff write paper check mail sometim play game reccomend comput field,LAPTOP#MISCELLANEOUS,neutral,LAPTOP,MISCELLANEOUS
B0096VDM8G_37_A2PEWB5QXSPVR9:0,new macbook pro work good user experi fast speed fast start time,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
36:8,would total recommend laptop pile grabag,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
343:8,hope reput toshiba true worri crash,COMPANY#GENERAL,neutral,COMPANY,GENERAL
46:2,love graphic awesom program includ garageband realli cool default background,SOFTWARE#GENERAL,positive,SOFTWARE,GENERAL
393:5,price anoth drive influenc make purchas laptop,LAPTOP#PRICE,positive,LAPTOP,PRICE
B00FU83YWS_36_A21F9QHZIQH13I:7,consid lenovo futur laptop purchas,COMPANY#GENERAL,positive,COMPANY,GENERAL
342:1,fast easi easi easi set easi hook wireless network,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
358:0,buy laptop perform price ratio,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
376:1,fast anoth thing like three usb port,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_163_A2D8S1LRNDVO7T:1,cd unit anyway thing laptop ethernet port cabl connect,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
280:0,previou laptop pc still mac osx clean smooth oper system,OS#OPERATION_PERFORMANCE,positive,OS,OPERATION_PERFORMANCE
217:1,feel poorli put togeth differ plastic piec would come,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
166:8,also fun use,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_57_A2MZ152WGRBXCC:0,far good laptop ever,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_25_A3504VWFA6UMTO:0,disappoint,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
73:1,ton bloatwar junk program,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
391:1,great os fabul improv exist line bump processor speed ad thunderbolt port,CPU#OPERATION_PERFORMANCE,positive,CPU,OPERATION_PERFORMANCE
B00KMRGF28_218_A1N9RU7NH4O21I:3,also restart laptop constantli make high pitch electron nois,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
155:5,call toshiba would anyth even tri charg phone call even though offer technic support,SUPPORT#PRICE,negative,SUPPORT,PRICE
134:4,comput current west verginia doe method ship choosen toshiba,SHIPPING#QUALITY,negative,SHIPPING,QUALITY
352:6,sound like typewrit get past great laptop littl money,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_49_A23AEXWHKWJSJ2:3,speed great easi set get go,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KMRGF28_106_AGNDXNERJ5L83:4,price make laptop look,LAPTOP#PRICE,positive,LAPTOP,PRICE
B00KMRGF28_365_A2PNKW6SVO157M:1,laptop worth singl cent,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_112_AG0H7UG6OX2GU:5,givi four star instead five disk drive crash,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
164:10,look forward year use hold well year fit need well,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
32:3,tri upgrad new version coupl month ago still problem,SOFTWARE#OPERATION_PERFORMANCE,negative,SOFTWARE,OPERATION_PERFORMANCE
B00KMRGF28_112_AG0H7UG6OX2GU:1,awar disk drive buy would purchas,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
5:7,keyboard great quiet type,KEYBOARD#GENERAL,positive,KEYBOARD,GENERAL
B00FU83YWS_36_A21F9QHZIQH13I:0,good perform price,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
289:3,pictur clear,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
201:4,featur necessari colleg abl ad onto comput,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
97:12,sometim screen even goe black comput,DISPLAY#OPERATION_PERFORMANCE,negative,DISPLAY,OPERATION_PERFORMANCE
B00KMRGF28_259_A22ELO0I334LNR:5,daughter use colleg work great we,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00KMRGF28_185_A1JE1DCYMIWKJ4:0,everyday use realli go wrong laptop,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
16:4,never purcha hp ever,COMPANY#GENERAL,negative,COMPANY,GENERAL
273:6,key contributor lead mac art aspect,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00FU83YWS_5_A32LJA5R33Y631:1,stop work day purchas,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
58:2,easi pick use,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KMRGF28_374_AS24VWQPFK1HB:1,want comput play game advanc task like edit video comput,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
112:0,window vista make comput almost unus onlin servic,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
39:3,macbook pro except,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
310:2,pretti much everyth could ever need look great boot,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KMRGF28_109_A1EUFUJPPD4V05:1,loud clunki figur get use,MOUSE#DESIGN_FEATURES,negative,MOUSE,DESIGN_FEATURES
356:5,mous way way way sensitv,MOUSE#OPERATION_PERFORMANCE,negative,MOUSE,OPERATION_PERFORMANCE
359:6,day leave mous button snap,MOUSE#QUALITY,negative,MOUSE,QUALITY
B00FU83YWS_12_A35C5C6W0TIZA8:2,two month power cord pin break compani replac cd drive liter jump laptop unannounc shatter million piec,POWER_SUPPLY#QUALITY,negative,POWER_SUPPLY,QUALITY
231:1,never buy anoth comput dell ever aw work treat compani,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
357:1,enjoy qualiti provid great,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
79:5,comput realli fast shock easi get use,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
391:9,unibodi construct solid sleek beauti,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
306:5,play first person shooter mind want run ms offic email chat download video listen music certain fruit name music store look highli portabl yet power netbook highli recommend check,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
393:4,consid averag user comput serv need,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
134:10,mind matter,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
127:3,long tir process seem like game plan wear would want give contact,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
176:0,save laptop month tell person worth wait,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
360:2,cost winner,LAPTOP#PRICE,neutral,LAPTOP,PRICE
B0096VDM8G_16_A1O57E5JJJCTEU:1,take long time get web chang web site,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
55:1,love solid build light wt excel batteri life,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
1:9,obvious macbook p e r f e c exactli need easi function way,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
105:4,month ago freak motherboard die,MOTHERBOARD#QUALITY,negative,MOTHERBOARD,QUALITY
32:4,well start use googl chrome littl well freez sometim,SOFTWARE#OPERATION_PERFORMANCE,negative,SOFTWARE,OPERATION_PERFORMANCE
58:5,love size screen big enough use internet artwork yet small enough reason portabl,DISPLAY#DESIGN_FEATURES,positive,DISPLAY,DESIGN_FEATURES
B00KMRGF28_213_A1HYE6WQREOY5C:0,price super product box,LAPTOP#PRICE,neutral,LAPTOP,PRICE
356:7,mous jump around time click stuff do not want,MOUSE#USABILITY,negative,MOUSE,USABILITY
B00FU83YWS_260_A2YQ3TFBY1MASP:11,though much instal g leave,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
368:1,toshiba satellit expect price,LAPTOP#PRICE,neutral,LAPTOP,PRICE
B00KMRGF28_13_A29X881WVJ8402:0,easi set,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00D7Z84OY_3_A3Q8WSIN4LWVLK:11,small touchpad would make life easy comput scienc student peopl much easy,MOUSE#DESIGN_FEATURES,negative,MOUSE,DESIGN_FEATURES
89:7,needless say pc support cell phone less useless,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
92:2,summari laptop month blue power adapt stop work,POWER_SUPPLY#OPERATION_PERFORMANCE,negative,POWER_SUPPLY,OPERATION_PERFORMANCE
31:2,screen bright clear oper system solid friendli novic,OS#USABILITY,positive,OS,USABILITY
B00KMRGF28_163_A2D8S1LRNDVO7T:0,happi laptop beatiful nt slow,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00FU83YWS_199_A3HRW8G7BZK0CX:0,laptop good could better bad price point,LAPTOP#PRICE,neutral,LAPTOP,PRICE
B00KMRGF28_215_A3F2WL4GE692P5:4,small compact laptop travel via air often size weight problem,LAPTOP#PORTABILITY,neutral,LAPTOP,PORTABILITY
B00KMRGF28_184_A12IPRD9B0KX9P:2,howev laptop far exceed expect buy colleg use malwarebyt microsoft secur essenti run viru scan mayb week run smooth butter past two year,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00FU83YWS_140_A1JT0VZE1TEZ13:0,use lenovo thinkpad edg laptop busi sever year complaint,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
362:2,true qualiti great price,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
193:1,love speed especi,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_314_APXO9NLLX6Q8X:0,comput horribl slow,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
11:10,os take get use especi window user long learn curv worth,OS#USABILITY,positive,OS,USABILITY
312:2,everyth tri work never carri wall charger caus batteri awesom,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
B00FU83YWS_12_A35C5C6W0TIZA8:9,want travel laptop buy,LAPTOP#PORTABILITY,negative,LAPTOP,PORTABILITY
B00KMRGF28_361_A2ZAFMJE8NXOWA:0,awesom price laptop last hour without recharg,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
189:0,shini,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
290:3,good thing even almost ten twenti thing never slow,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
94:9,top cusrom servic center middl east,SUPPORT#MISCELLANEOUS,negative,SUPPORT,MISCELLANEOUS
B00KMRGF28_380_A3NKFNBLS4N4RJ:0,excel item ship time meet expect do not heat do not use game,SHIPPING#QUALITY,positive,SHIPPING,QUALITY
273:9,expen well worth long run,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
39:2,first appl product sinc incre happi everi product buy,COMPANY#GENERAL,positive,COMPANY,GENERAL
B0096VDM8G_45_A2SPGNGEHWEP8R:0,hand one good use purchas thu far,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
256:1,eleg wonder machin,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
231:2,comput first start malfunct month purchas,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00D7Z84OY_3_A3Q8WSIN4LWVLK:0,amaz laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
41:8,howev multi touch gestur larg track area make extern mous unnecessari unless game,MOUSE#USABILITY,positive,MOUSE,USABILITY
342:0,laptop meet everi expect window great,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_389_A39AJESZOC4H6J:2,chanc mine defect regardless go tri anoth one terribl product,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
34:7,think return,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
41:9,still laptop perfect day use school work,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00FU83YWS_29_A12BQH3ETKAFX1:0,slow cpu work great everyday use,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00KMRGF28_337_A129TBZO0BVAG7:1,work beauti,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
68:3,conveni travel batteri life excel,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
155:1,toshiba know manufactur defect acknowledg,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
93:6,speak differ peopl tell need transfer th person,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B00AH4A950_4_A37JIQH129VLKR:2,batteri problem,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
366:9,love lap top wish silver black,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
213:7,languag bad swore take ture test fail,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B00KMRGF28_341_A23O6JB0TUPOJG:4,unimpress,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
288:13,fit inch bag,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
290:0,buy macbook month ago babi ever sinc,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
166:13,howev love particular mac fast great size fantast featur like light keyboard easi mous pad,KEYBOARD#DESIGN_FEATURES,positive,KEYBOARD,DESIGN_FEATURES
286:2,overal build qualiti unit excel recommend anyon el look netbook,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
262:8,iphoto excel program store organ photo,SOFTWARE#MISCELLANEOUS,positive,SOFTWARE,MISCELLANEOUS
264:1,comput scienc student colleg find portabl longev eas use comput make shockingli want homework,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
302:5,machin awesom ilif great love snow leopard x,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
269:2,small amaz fast,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_186_A8O7SW93D9BW1:0,good valu qualiti product,LAPTOP#PRICE,positive,LAPTOP,PRICE
200:1,thing key broad littl dark see letter would help littl light,KEYBOARD#DESIGN_FEATURES,negative,KEYBOARD,DESIGN_FEATURES
B00KMRGF28_214_A1PS6GRSMNBXBJ:5,dell desktop year qualm buy dell laptop,COMPANY#GENERAL,negative,COMPANY,GENERAL
85:10,love appl quick easi use,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
315:0,key bind take littl get use love macbook pro,KEYBOARD#USABILITY,neutral,KEYBOARD,USABILITY
263:5,magnet plug power charg power cord great even put test accid excel innov,POWER_SUPPLY#DESIGN_FEATURES,positive,POWER_SUPPLY,DESIGN_FEATURES
341:3,would easli reccomend laptop friend,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
24:6,return comput hp keep month,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
152:4,pay examin tell problem cite websit pay anyway sinc past warrenti,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
298:0,wait well worth great valu price,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
391:13,reflect display minor inconveni work control light environ like prefer dark crank bright,DISPLAY#USABILITY,neutral,DISPLAY,USABILITY
B00D7Z84OY_46_A1P70MSK0HHO7K:3,laptop responsic core processor gb ram sound beat audio great,CPU#OPERATION_PERFORMANCE,positive,CPU,OPERATION_PERFORMANCE
135:2,bad laptop ever,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
366:10,complaint,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
383:1,plenti memori lot hard drive great graphic,HARD_DISC#DESIGN_FEATURES,positive,HARD_DISC,DESIGN_FEATURES
B00FU83YWS_216_A1GXCL1890WK2K:1,decent feel sharp display fast enough,LAPTOP#QUALITY,neutral,LAPTOP,QUALITY
362:1,easi use featur speed power could ask,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
174:0,mac great,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
166:4,never hack,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
73:4,lot extra space keyboard ridicul small,LAPTOP#DESIGN_FEATURES,neutral,LAPTOP,DESIGN_FEATURES
31:13,fast boot shut,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B0096VDM8G_34_A1B3PJ2QZABWXO:4,batteri life astonish give process power high resolut display,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
354:1,simpl use great graphic,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
310:6,great alway stick appl comput happi,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
359:3,first problem pre load norton firewal secur program,SOFTWARE#GENERAL,negative,SOFTWARE,GENERAL
B0096VDM8G_4_A38OXSOE07310S:2,size perfect display beauti,DISPLAY#GENERAL,positive,DISPLAY,GENERAL
B00KMRGF28_54_A3ODG9PLY4Z27Y:4,well worth price tag,LAPTOP#PRICE,positive,LAPTOP,PRICE
356:4,mous pad leave button alway stick,MOUSE#OPERATION_PERFORMANCE,negative,MOUSE,OPERATION_PERFORMANCE
370:0,excel product money,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
318:1,great perform machin well meet need,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
31:2,screen bright clear oper system solid friendli novic,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
B00KMRGF28_145_A1X3Y4R5C1S4JH:2,everyth seem run smoothli,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
95:0,rare work incred slow,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
341:1,batteri life decreas sinc buy thrill,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
345:3,keyboard alright plate around cheap plastic make hollow sound use mous command button,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
175:2,love oper system preload softwar,SOFTWARE#GENERAL,positive,SOFTWARE,GENERAL
B00KMRGF28_215_A3F2WL4GE692P5:0,excel perform especi give price point,LAPTOP#PRICE,positive,LAPTOP,PRICE
B00KMRGF28_241_A30T2OLDHWQ1EP:2,perform wise bit slow expect celeron class processor,CPU#OPERATION_PERFORMANCE,negative,CPU,OPERATION_PERFORMANCE
54:2,deal compani even wor nightmar,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B00FU83YWS_260_A2YQ3TFBY1MASP:5,touchpad work correctli sinc deliveri though begin think perhap bit quirk sinc touchpad work inher odditi,MOUSE#OPERATION_PERFORMANCE,negative,MOUSE,OPERATION_PERFORMANCE
374:12,would recommend internet speed probabl that thing realli care,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
